Fecha,Sucursal,Departamento,Categoría,Unidades_Vendidas,Venta_USD
2023-11-01,Panamá Norte,Electrónica,Electrodomésticos,44633,2155334.25
2023-12-01,Panamá Norte,Electrónica,Electrodomésticos,62181,2230561.39
2024-01-01,Panamá Norte,Electrónica,Electrodomésticos,31594,1261256.07
2024-02-01,Panamá Norte,Electrónica,Electrodomésticos,38291,1488763.01
2024-03-01,Panamá Norte,Electrónica,Electrodomésticos,41392,1703224.58
2024-04-01,Panamá Norte,Electrónica,Electrodomésticos,40224,1819556.61
2024-05-01,Panamá Norte,Electrónica,Electrodomésticos,42687,1925174.51
2024-06-01,Panamá Norte,Electrónica,Electrodomésticos,46848,1650286.73
2024-07-01,Panamá Norte,Electrónica,Electrodomésticos,46625,1800319.93
2024-08-01,Panamá Norte,Electrónica,Electrodomésticos,41876,1691871.69
2024-09-01,Panamá Norte,Electrónica,Electrodomésticos,41810,1859094.67
2024-10-01,Panamá Norte,Electrónica,Electrodomésticos,44494,1811734.99
2024-11-01,Panamá Norte,Electrónica,Electrodomésticos,58294,1964590.72
2024-12-01,Panamá Norte,Electrónica,Electrodomésticos,61594,2698679.75
2025-01-01,Panamá Norte,Electrónica,Electrodomésticos,36384,1526011.69
2025-02-01,Panamá Norte,Electrónica,Electrodomésticos,43708,1478705.4
2025-03-01,Panamá Norte,Electrónica,Electrodomésticos,48298,1981328.5
2025-04-01,Panamá Norte,Electrónica,Electrodomésticos,44935,2027436.76
2025-05-01,Panamá Norte,Electrónica,Electrodomésticos,46040,1874814.45
2025-06-01,Panamá Norte,Electrónica,Electrodomésticos,46139,1757307.15
2025-07-01,Panamá Norte,Electrónica,Electrodomésticos,51675,1936591.57
2025-08-01,Panamá Norte,Electrónica,Electrodomésticos,47260,1770894.08
2025-09-01,Panamá Norte,Electrónica,Electrodomésticos,50838,2054049.88
2025-10-01,Panamá Norte,Electrónica,Electrodomésticos,46517,2081068.25
2022-01-01,Panamá Norte,Hogar,Muebles,17059,551663.24
2022-02-01,Panamá Norte,Hogar,Muebles,17605,587028.87
2022-03-01,Panamá Norte,Hogar,Muebles,20359,700535.66
2022-04-01,Panamá Norte,Hogar,Muebles,20874,688875.73
2022-05-01,Panamá Norte,Hogar,Muebles,21774,683298.69
2022-06-01,Panamá Norte,Hogar,Muebles,20396,705450.47
2022-07-01,Panamá Norte,Hogar,Muebles,24111,713972.8
2022-08-01,Panamá Norte,Hogar,Muebles,21001,652787.19
2022-09-01,Panamá Norte,Hogar,Muebles,21611,747577.68
2022-10-01,Panamá Norte,Hogar,Muebles,21115,759335.54
2022-11-01,Panamá Norte,Hogar,Muebles,24611,815365.08
2022-12-01,Panamá Norte,Hogar,Muebles,32629,931238.86
2023-01-01,Panamá Norte,Hogar,Muebles,17933,571244.24
2023-02-01,Panamá Norte,Hogar,Muebles,17917,617800.26
2023-03-01,Panamá Norte,Hogar,Muebles,24388,670062.49
2023-04-01,Panamá Norte,Hogar,Muebles,22657,689424.72
2023-05-01,Panamá Norte,Hogar,Muebles,24506,772315.79
2023-06-01,Panamá Norte,Hogar,Muebles,24076,763868.8
2023-07-01,Panamá Norte,Hogar,Muebles,24611,737347.2
2023-08-01,Panamá Norte,Hogar,Muebles,20544,699170.46
2023-09-01,Panamá Norte,Hogar,Muebles,21663,700518.26
2023-10-01,Panamá Norte,Hogar,Muebles,22903,765789.06
2023-11-01,Panamá Norte,Hogar,Muebles,27984,803066.51
2023-12-01,Panamá Norte,Hogar,Muebles,30260,954406.17
2024-01-01,Panamá Norte,Hogar,Muebles,16786,625032.6
2024-02-01,Panamá Norte,Hogar,Muebles,21876,625319.71
2024-03-01,Panamá Norte,Hogar,Muebles,26458,810235.29
2024-04-01,Panamá Norte,Hogar,Muebles,24245,745047.94
2024-05-01,Panamá Norte,Hogar,Muebles,22537,723231.78
2024-06-01,Panamá Norte,Hogar,Muebles,23023,745832.49
2024-07-01,Panamá Norte,Hogar,Muebles,23978,903283.68
2024-08-01,Panamá Norte,Hogar,Muebles,26120,842147.89
2024-09-01,Panamá Norte,Hogar,Muebles,22277,838141.86
2024-10-01,Panamá Norte,Hogar,Muebles,24490,770049.76
2024-11-01,Panamá Norte,Hogar,Muebles,27638,975176.7
2024-12-01,Panamá Norte,Hogar,Muebles,34136,1035758.78
2025-01-01,Panamá Norte,Hogar,Muebles,19794,600298.49
2025-02-01,Panamá Norte,Hogar,Muebles,23210,765954.67
2025-03-01,Panamá Norte,Hogar,Muebles,24112,753617.01
2025-04-01,Panamá Norte,Hogar,Muebles,23111,765724.74
2025-05-01,Panamá Norte,Hogar,Muebles,23756,786160.35
2025-06-01,Panamá Norte,Hogar,Muebles,27666,755876.4
2025-07-01,Panamá Norte,Hogar,Muebles,30285,859917.72
2025-08-01,Panamá Norte,Hogar,Muebles,26115,848806.77
2025-09-01,Panamá Norte,Hogar,Muebles,26131,821818.67
2025-10-01,Panamá Norte,Hogar,Muebles,26462,900511.28
2022-01-01,Panamá Norte,Hogar,Limpieza,9115,320986.37
2022-02-01,Panamá Norte,Hogar,Limpieza,12293,390972.07
2022-03-01,Panamá Norte,Hogar,Limpieza,13934,429522.46
2022-04-01,Panamá Norte,Hogar,Limpieza,13617,423574.06
2022-05-01,Panamá Norte,Hogar,Limpieza,13935,476348.19
2022-06-01,Panamá Norte,Hogar,Limpieza,13843,408782.57
2022-07-01,Panamá Norte,Hogar,Limpieza,14974,440634.34
2022-08-01,Panamá Norte,Hogar,Limpieza,14522,459973.64
2022-09-01,Panamá Norte,Hogar,Limpieza,14318,398649.22
2022-10-01,Panamá Norte,Hogar,Limpieza,13638,465741.27
2022-11-01,Panamá Norte,Hogar,Limpieza,16513,517014.2
2022-12-01,Panamá Norte,Hogar,Limpieza,16885,661620.24
2023-01-01,Panamá Norte,Hogar,Limpieza,11149,370840.73
2023-02-01,Panamá Norte,Hogar,Limpieza,11106,411341.34
2023-03-01,Panamá Norte,Hogar,Limpieza,14631,516023.41
2023-04-01,Panamá Norte,Hogar,Limpieza,15813,463689.38
2023-05-01,Panamá Norte,Hogar,Limpieza,14537,516476.07
2023-06-01,Panamá Norte,Hogar,Limpieza,14300,438912.55
2023-07-01,Panamá Norte,Hogar,Limpieza,15223,519131.65
2023-08-01,Panamá Norte,Hogar,Limpieza,13286,451687.88
2023-09-01,Panamá Norte,Hogar,Limpieza,15041,477249.12
2023-10-01,Panamá Norte,Hogar,Limpieza,13493,441470.52
2023-11-01,Panamá Norte,Hogar,Limpieza,15925,606980.91
2023-12-01,Panamá Norte,Hogar,Limpieza,19813,708791.12
2024-01-01,Panamá Norte,Hogar,Limpieza,12392,420426.45
2024-02-01,Panamá Norte,Hogar,Limpieza,13911,406558.67
2024-03-01,Panamá Norte,Hogar,Limpieza,14212,526462.87
2024-04-01,Panamá Norte,Hogar,Limpieza,15461,511142.16
2024-05-01,Panamá Norte,Hogar,Limpieza,15671,497798.68
2024-06-01,Panamá Norte,Hogar,Limpieza,16052,498534.06
2024-07-01,Panamá Norte,Hogar,Limpieza,17677,555311.16
2024-08-01,Panamá Norte,Hogar,Limpieza,15179,534847.2
2024-09-01,Panamá Norte,Hogar,Limpieza,15790,523889.15
2024-10-01,Panamá Norte,Hogar,Limpieza,15542,509646.44
2024-11-01,Panamá Norte,Hogar,Limpieza,20163,564255.95
2024-12-01,Panamá Norte,Hogar,Limpieza,21974,658562.15
2025-01-01,Panamá Norte,Hogar,Limpieza,12547,376531.88
2025-02-01,Panamá Norte,Hogar,Limpieza,14115,518233.89
2025-03-01,Panamá Norte,Hogar,Limpieza,17175,502367.48
2025-04-01,Panamá Norte,Hogar,Limpieza,17959,513277.32
2025-05-01,Panamá Norte,Hogar,Limpieza,17060,536861.38
2025-06-01,Panamá Norte,Hogar,Limpieza,17477,591815.8
2025-07-01,Panamá Norte,Hogar,Limpieza,19508,669968.67
2025-08-01,Panamá Norte,Hogar,Limpieza,16998,589873.71
2025-09-01,Panamá Norte,Hogar,Limpieza,16682,578783.97
2025-10-01,Panamá Norte,Hogar,Limpieza,18205,559910.34
2022-01-01,Panamá Norte,Hogar,Cocina,13422,142431.52
2022-02-01,Panamá Norte,Hogar,Cocina,15354,191892.38
2022-03-01,Panamá Norte,Hogar,Cocina,17934,211232.46
2022-04-01,Panamá Norte,Hogar,Cocina,20204,228459.34
2022-05-01,Panamá Norte,Hogar,Cocina,18560,222566.91
2022-06-01,Panamá Norte,Hogar,Cocina,17442,230931.93
2022-07-01,Panamá Norte,Hogar,Cocina,23022,224121.03
2022-08-01,Panamá Norte,Hogar,Cocina,20602,221239.82
2022-09-01,Panamá Norte,Hogar,Cocina,20771,205897.76
2022-10-01,Panamá Norte,Hogar,Cocina,21028,209171.71
2022-11-01,Panamá Norte,Hogar,Cocina,21463,258447.2
2022-12-01,Panamá Norte,Hogar,Cocina,26231,315997.79
2023-01-01,Panamá Norte,Hogar,Cocina,16391,187637.99
2023-02-01,Panamá Norte,Hogar,Cocina,18356,204287.92
2023-03-01,Panamá Norte,Hogar,Cocina,19343,224348.61
2023-04-01,Panamá Norte,Hogar,Cocina,22094,224512.39
2023-05-01,Panamá Norte,Hogar,Cocina,19636,238938.6
2023-06-01,Panamá Norte,Hogar,Cocina,19633,216183.1
2023-07-01,Panamá Norte,Hogar,Cocina,23028,231362.9
2023-08-01,Panamá Norte,Hogar,Cocina,21167,221467.95
2023-09-01,Panamá Norte,Hogar,Cocina,21114,218393.93
2023-10-01,Panamá Norte,Hogar,Cocina,19083,218807.66
2023-11-01,Panamá Norte,Hogar,Cocina,26820,259136.72
2023-12-01,Panamá Norte,Hogar,Cocina,27730,290094.52
2024-01-01,Panamá Norte,Hogar,Cocina,15673,167888.84
2024-02-01,Panamá Norte,Hogar,Cocina,20677,231119.99
2024-03-01,Panamá Norte,Hogar,Cocina,24627,244161.48
2024-04-01,Panamá Norte,Hogar,Cocina,24205,242008.79
2024-05-01,Panamá Norte,Hogar,Cocina,23968,256641.35
2024-06-01,Panamá Norte,Hogar,Cocina,23271,233780.21
2024-07-01,Panamá Norte,Hogar,Cocina,25080,297038.36
2024-08-01,Panamá Norte,Hogar,Cocina,20706,261928.01
2024-09-01,Panamá Norte,Hogar,Cocina,22157,227396.3
2024-10-01,Panamá Norte,Hogar,Cocina,21996,243656.47
2024-11-01,Panamá Norte,Hogar,Cocina,25783,319829.7
2024-12-01,Panamá Norte,Hogar,Cocina,33011,377686.09
2025-01-01,Panamá Norte,Hogar,Cocina,18370,200487.81
2025-02-01,Panamá Norte,Hogar,Cocina,19091,233898.32
2025-03-01,Panamá Norte,Hogar,Cocina,23142,251153.02
2025-04-01,Panamá Norte,Hogar,Cocina,25412,295503.23
2025-05-01,Panamá Norte,Hogar,Cocina,22436,254631.45
2025-06-01,Panamá Norte,Hogar,Cocina,26236,292896.63
2025-07-01,Panamá Norte,Hogar,Cocina,26939,304836.92
2025-08-01,Panamá Norte,Hogar,Cocina,24419,274869.12
2025-09-01,Panamá Norte,Hogar,Cocina,24967,269754.17
2025-10-01,Panamá Norte,Hogar,Cocina,26106,254577.54
2022-01-01,Panamá Norte,Hogar,Decoración,16403,609098.74
2022-02-01,Panamá Norte,Hogar,Decoración,18370,673508.27
2022-03-01,Panamá Norte,Hogar,Decoración,20637,760169.6
2022-04-01,Panamá Norte,Hogar,Decoración,18912,812686.94
2022-05-01,Panamá Norte,Hogar,Decoración,18982,718389.73
2022-06-01,Panamá Norte,Hogar,Decoración,22209,705075.73
2022-07-01,Panamá Norte,Hogar,Decoración,25059,776092.79
2022-08-01,Panamá Norte,Hogar,Decoración,21477,731821.57
2022-09-01,Panamá Norte,Hogar,Decoración,20522,717391.23
2022-10-01,Panamá Norte,Hogar,Decoración,21359,822062.46
2022-11-01,Panamá Norte,Hogar,Decoración,25366,836733.77
2022-12-01,Panamá Norte,Hogar,Decoración,28369,1101906.75
2023-01-01,Panamá Norte,Hogar,Decoración,15292,573057.91
2023-02-01,Panamá Norte,Hogar,Decoración,20201,745366.44
2023-03-01,Panamá Norte,Hogar,Decoración,21758,889884.71
2023-04-01,Panamá Norte,Hogar,Decoración,23754,809090.05
2023-05-01,Panamá Norte,Hogar,Decoración,21225,876483.64
2023-06-01,Panamá Norte,Hogar,Decoración,20102,734083.2
2023-07-01,Panamá Norte,Hogar,Decoración,22888,953534.65
2023-08-01,Panamá Norte,Hogar,Decoración,22189,770497.77
2023-09-01,Panamá Norte,Hogar,Decoración,24314,881311.62
2023-10-01,Panamá Norte,Hogar,Decoración,20553,733427.35
2023-11-01,Panamá Norte,Hogar,Decoración,28694,988645.1
2023-12-01,Panamá Norte,Hogar,Decoración,31431,1199146.99
2024-01-01,Panamá Norte,Hogar,Decoración,19200,625927.1
2024-02-01,Panamá Norte,Hogar,Decoración,19605,699611.61
2024-03-01,Panamá Norte,Hogar,Decoración,25668,803950.2
2024-04-01,Panamá Norte,Hogar,Decoración,25346,846450.5
2024-05-01,Panamá Norte,Hogar,Decoración,22736,887385.62
2024-06-01,Panamá Norte,Hogar,Decoración,22262,809517.68
2024-07-01,Panamá Norte,Hogar,Decoración,28384,940791.84
2024-08-01,Panamá Norte,Hogar,Decoración,26261,790792.31
2024-09-01,Panamá Norte,Hogar,Decoración,21781,932779.61
2024-10-01,Panamá Norte,Hogar,Decoración,25146,811728.3
2024-11-01,Panamá Norte,Hogar,Decoración,31203,1006672.02
2024-12-01,Panamá Norte,Hogar,Decoración,36053,1109406.24
2025-01-01,Panamá Norte,Hogar,Decoración,21204,698263.75
2025-02-01,Panamá Norte,Hogar,Decoración,23132,856809.02
2025-03-01,Panamá Norte,Hogar,Decoración,25570,923450.96
2025-04-01,Panamá Norte,Hogar,Decoración,24895,883310.04
2025-05-01,Panamá Norte,Hogar,Decoración,24941,991697.32
2025-06-01,Panamá Norte,Hogar,Decoración,27029,998324.39
2025-07-01,Panamá Norte,Hogar,Decoración,29854,970448.41
2025-08-01,Panamá Norte,Hogar,Decoración,24318,994935.58
2025-09-01,Panamá Norte,Hogar,Decoración,27773,1028241.41
2025-10-01,Panamá Norte,Hogar,Decoración,26980,880833.54
2022-01-01,Panamá Norte,Ropa,Hombre,2864,144676.09
2022-02-01,Panamá Norte,Ropa,Hombre,3375,140497.59
2022-03-01,Panamá Norte,Ropa,Hombre,3630,189388.92
2022-04-01,Panamá Norte,Ropa,Hombre,3838,186142.51
2022-05-01,Panamá Norte,Ropa,Hombre,3587,185942.31
2022-06-01,Panamá Norte,Ropa,Hombre,3623,188547.92
2022-07-01,Panamá Norte,Ropa,Hombre,4263,204152.46
2022-08-01,Panamá Norte,Ropa,Hombre,3666,180837.67
2022-09-01,Panamá Norte,Ropa,Hombre,4010,163376.43
2022-10-01,Panamá Norte,Ropa,Hombre,4107,159893.93
2022-11-01,Panamá Norte,Ropa,Hombre,5033,229477.5
2022-12-01,Panamá Norte,Ropa,Hombre,5207,252700.1
2023-01-01,Panamá Norte,Ropa,Hombre,2976,150531.92
2023-02-01,Panamá Norte,Ropa,Hombre,3327,160456.13
2023-03-01,Panamá Norte,Ropa,Hombre,4366,174970.23
2023-04-01,Panamá Norte,Ropa,Hombre,4426,175268.75
2023-05-01,Panamá Norte,Ropa,Hombre,3852,196504.0
2023-06-01,Panamá Norte,Ropa,Hombre,4621,186831.1
2023-07-01,Panamá Norte,Ropa,Hombre,4256,195936.04
2023-08-01,Panamá Norte,Ropa,Hombre,4285,189153.59
2023-09-01,Panamá Norte,Ropa,Hombre,4428,172958.06
2023-10-01,Panamá Norte,Ropa,Hombre,4566,192578.37
2023-11-01,Panamá Norte,Ropa,Hombre,5319,216861.9
2023-12-01,Panamá Norte,Ropa,Hombre,6310,281047.12
2024-01-01,Panamá Norte,Ropa,Hombre,3314,146858.12
2024-02-01,Panamá Norte,Ropa,Hombre,4125,171451.32
2024-03-01,Panamá Norte,Ropa,Hombre,4182,183650.25
2024-04-01,Panamá Norte,Ropa,Hombre,4926,186126.25
2024-05-01,Panamá Norte,Ropa,Hombre,4609,199154.08
2024-06-01,Panamá Norte,Ropa,Hombre,4855,202713.63
2024-07-01,Panamá Norte,Ropa,Hombre,4974,228361.85
2024-08-01,Panamá Norte,Ropa,Hombre,4697,195049.65
2024-09-01,Panamá Norte,Ropa,Hombre,4590,211467.19
2024-10-01,Panamá Norte,Ropa,Hombre,4777,218189.4
2024-11-01,Panamá Norte,Ropa,Hombre,5020,257906.25
2024-12-01,Panamá Norte,Ropa,Hombre,5830,258705.92
2025-01-01,Panamá Norte,Ropa,Hombre,3492,163334.31
2025-02-01,Panamá Norte,Ropa,Hombre,3885,171153.02
2025-03-01,Panamá Norte,Ropa,Hombre,5269,207352.02
2025-04-01,Panamá Norte,Ropa,Hombre,4629,239911.38
2025-05-01,Panamá Norte,Ropa,Hombre,5371,202999.09
2025-06-01,Panamá Norte,Ropa,Hombre,4744,218582.82
2025-07-01,Panamá Norte,Ropa,Hombre,5052,246177.74
2025-08-01,Panamá Norte,Ropa,Hombre,5189,227484.47
2025-09-01,Panamá Norte,Ropa,Hombre,5060,221239.65
2025-10-01,Panamá Norte,Ropa,Hombre,4903,197195.53
2022-01-01,Panamá Norte,Ropa,Mujer,12196,510279.37
2022-02-01,Panamá Norte,Ropa,Mujer,12657,576050.13
2022-03-01,Panamá Norte,Ropa,Mujer,15617,637541.31
2022-04-01,Panamá Norte,Ropa,Mujer,17463,581740.38
2022-05-01,Panamá Norte,Ropa,Mujer,15192,641242.84
2022-06-01,Panamá Norte,Ropa,Mujer,16465,565976.9
2022-07-01,Panamá Norte,Ropa,Mujer,16947,616917.48
2022-08-01,Panamá Norte,Ropa,Mujer,16838,588937.39
2022-09-01,Panamá Norte,Ropa,Mujer,14786,614306.22
2022-10-01,Panamá Norte,Ropa,Mujer,17465,664520.2
2022-11-01,Panamá Norte,Ropa,Mujer,18980,776464.18
2022-12-01,Panamá Norte,Ropa,Mujer,21171,908567.54
2023-01-01,Panamá Norte,Ropa,Mujer,11684,487853.56
2023-02-01,Panamá Norte,Ropa,Mujer,13521,543970.05
2023-03-01,Panamá Norte,Ropa,Mujer,17099,643280.02
2023-04-01,Panamá Norte,Ropa,Mujer,16477,724710.99
2023-05-01,Panamá Norte,Ropa,Mujer,18152,599576.74
2023-06-01,Panamá Norte,Ropa,Mujer,16796,708781.91
2023-07-01,Panamá Norte,Ropa,Mujer,17793,737771.07
2023-08-01,Panamá Norte,Ropa,Mujer,17431,652204.34
2023-09-01,Panamá Norte,Ropa,Mujer,17736,690058.94
2023-10-01,Panamá Norte,Ropa,Mujer,15898,658550.4
2023-11-01,Panamá Norte,Ropa,Mujer,19080,851551.22
2023-12-01,Panamá Norte,Ropa,Mujer,21635,998519.88
2024-01-01,Panamá Norte,Ropa,Mujer,14272,520069.72
2024-02-01,Panamá Norte,Ropa,Mujer,15951,572060.33
2024-03-01,Panamá Norte,Ropa,Mujer,18078,717466.45
2024-04-01,Panamá Norte,Ropa,Mujer,19421,762553.41
2024-05-01,Panamá Norte,Ropa,Mujer,19281,663690.02
2024-06-01,Panamá Norte,Ropa,Mujer,18481,721780.0
2024-07-01,Panamá Norte,Ropa,Mujer,21460,795289.85
2024-08-01,Panamá Norte,Ropa,Mujer,17101,737298.65
2024-09-01,Panamá Norte,Ropa,Mujer,16760,652546.31
2024-10-01,Panamá Norte,Ropa,Mujer,17334,734862.92
2024-11-01,Panamá Norte,Ropa,Mujer,19873,914500.95
2024-12-01,Panamá Norte,Ropa,Mujer,25598,923055.48
2025-01-01,Panamá Norte,Ropa,Mujer,15808,534075.46
2025-02-01,Panamá Norte,Ropa,Mujer,14959,699045.06
2025-03-01,Panamá Norte,Ropa,Mujer,17920,703598.12
2025-04-01,Panamá Norte,Ropa,Mujer,19200,804818.17
2025-05-01,Panamá Norte,Ropa,Mujer,21068,750389.79
2025-06-01,Panamá Norte,Ropa,Mujer,18673,713556.78
2025-07-01,Panamá Norte,Ropa,Mujer,21355,888005.76
2025-08-01,Panamá Norte,Ropa,Mujer,17608,743329.33
2025-09-01,Panamá Norte,Ropa,Mujer,18022,753777.7
2025-10-01,Panamá Norte,Ropa,Mujer,21272,730391.86
2022-01-01,Panamá Norte,Ropa,Niños,5955,204243.43
2022-02-01,Panamá Norte,Ropa,Niños,6955,262669.67
2022-03-01,Panamá Norte,Ropa,Niños,7447,286834.31
2022-04-01,Panamá Norte,Ropa,Niños,8145,268433.98
2022-05-01,Panamá Norte,Ropa,Niños,8110,283537.93
2022-06-01,Panamá Norte,Ropa,Niños,7264,273426.87
2022-07-01,Panamá Norte,Ropa,Niños,8906,312544.79
2022-08-01,Panamá Norte,Ropa,Niños,7353,261179.54
2022-09-01,Panamá Norte,Ropa,Niños,7234,261573.26
2022-10-01,Panamá Norte,Ropa,Niños,7765,262184.62
2022-11-01,Panamá Norte,Ropa,Niños,8738,368573.03
2022-12-01,Panamá Norte,Ropa,Niños,10831,413645.38
2023-01-01,Panamá Norte,Ropa,Niños,6129,209385.37
2023-02-01,Panamá Norte,Ropa,Niños,6883,238625.09
2023-03-01,Panamá Norte,Ropa,Niños,7805,313218.78
2023-04-01,Panamá Norte,Ropa,Niños,8074,278808.16
2023-05-01,Panamá Norte,Ropa,Niños,8151,283502.55
2023-06-01,Panamá Norte,Ropa,Niños,8070,327141.77
2023-07-01,Panamá Norte,Ropa,Niños,8698,313219.24
2023-08-01,Panamá Norte,Ropa,Niños,7220,309075.3
2023-09-01,Panamá Norte,Ropa,Niños,8136,328057.0
2023-10-01,Panamá Norte,Ropa,Niños,7466,291869.82
2023-11-01,Panamá Norte,Ropa,Niños,9870,324607.22
2023-12-01,Panamá Norte,Ropa,Niños,11776,397707.18
2024-01-01,Panamá Norte,Ropa,Niños,6361,253896.44
2024-02-01,Panamá Norte,Ropa,Niños,7269,289570.06
2024-03-01,Panamá Norte,Ropa,Niños,9246,334568.65
2024-04-01,Panamá Norte,Ropa,Niños,9069,292947.95
2024-05-01,Panamá Norte,Ropa,Niños,9183,336282.67
2024-06-01,Panamá Norte,Ropa,Niños,9013,344104.21
2024-07-01,Panamá Norte,Ropa,Niños,8599,356296.39
2024-08-01,Panamá Norte,Ropa,Niños,7885,345513.83
2024-09-01,Panamá Norte,Ropa,Niños,8526,338272.14
2024-10-01,Panamá Norte,Ropa,Niños,8050,328120.02
2024-11-01,Panamá Norte,Ropa,Niños,10129,386901.95
2024-12-01,Panamá Norte,Ropa,Niños,11622,431060.97
2025-01-01,Panamá Norte,Ropa,Niños,6812,235340.6
2025-02-01,Panamá Norte,Ropa,Niños,8022,292231.38
2025-03-01,Panamá Norte,Ropa,Niños,9381,324483.75
2025-04-01,Panamá Norte,Ropa,Niños,9032,361411.75
2025-05-01,Panamá Norte,Ropa,Niños,9574,369957.93
2025-06-01,Panamá Norte,Ropa,Niños,8869,353733.5
2025-07-01,Panamá Norte,Ropa,Niños,10678,340069.0
2025-08-01,Panamá Norte,Ropa,Niños,8223,322502.01
2025-09-01,Panamá Norte,Ropa,Niños,9812,310408.16
2025-10-01,Panamá Norte,Ropa,Niños,9272,346869.79
2022-01-01,Panamá Norte,Ropa,Accesorios,11282,496723.61
2022-02-01,Panamá Norte,Ropa,Accesorios,13135,609988.45
2022-03-01,Panamá Norte,Ropa,Accesorios,14181,684659.02
2022-04-01,Panamá Norte,Ropa,Accesorios,15909,688703.03
2022-05-01,Panamá Norte,Ropa,Accesorios,16292,691929.59
2022-06-01,Panamá Norte,Ropa,Accesorios,14329,763282.55
2022-07-01,Panamá Norte,Ropa,Accesorios,15358,797833.98
2022-08-01,Panamá Norte,Ropa,Accesorios,13742,692507.88
2022-09-01,Panamá Norte,Ropa,Accesorios,15621,735547.72
2022-10-01,Panamá Norte,Ropa,Accesorios,15515,750778.3
2022-11-01,Panamá Norte,Ropa,Accesorios,18398,824328.0
2022-12-01,Panamá Norte,Ropa,Accesorios,20126,990113.36
2023-01-01,Panamá Norte,Ropa,Accesorios,11930,534131.89
2023-02-01,Panamá Norte,Ropa,Accesorios,14083,613111.45
2023-03-01,Panamá Norte,Ropa,Accesorios,16251,798346.59
2023-04-01,Panamá Norte,Ropa,Accesorios,17848,721352.12
2023-05-01,Panamá Norte,Ropa,Accesorios,15079,774315.93
2023-06-01,Panamá Norte,Ropa,Accesorios,16896,802650.02
2023-07-01,Panamá Norte,Ropa,Accesorios,17545,780849.43
2023-08-01,Panamá Norte,Ropa,Accesorios,16028,780810.54
2023-09-01,Panamá Norte,Ropa,Accesorios,16969,732927.87
2023-10-01,Panamá Norte,Ropa,Accesorios,16887,841769.9
2023-11-01,Panamá Norte,Ropa,Accesorios,21431,921483.77
2023-12-01,Panamá Norte,Ropa,Accesorios,21074,1144623.55
2024-01-01,Panamá Norte,Ropa,Accesorios,12022,624807.95
2024-02-01,Panamá Norte,Ropa,Accesorios,15461,637052.94
2024-03-01,Panamá Norte,Ropa,Accesorios,17681,846756.42
2024-04-01,Panamá Norte,Ropa,Accesorios,16622,899254.75
2024-05-01,Panamá Norte,Ropa,Accesorios,15944,841553.7
2024-06-01,Panamá Norte,Ropa,Accesorios,15966,877444.86
2024-07-01,Panamá Norte,Ropa,Accesorios,20659,976987.07
2024-08-01,Panamá Norte,Ropa,Accesorios,16336,779936.46
2024-09-01,Panamá Norte,Ropa,Accesorios,16793,777291.36
2024-10-01,Panamá Norte,Ropa,Accesorios,16457,843099.23
2024-11-01,Panamá Norte,Ropa,Accesorios,20284,972138.46
2024-12-01,Panamá Norte,Ropa,Accesorios,22273,1233196.94
2025-01-01,Panamá Norte,Ropa,Accesorios,14031,715216.84
2025-02-01,Panamá Norte,Ropa,Accesorios,14471,728530.55
2025-03-01,Panamá Norte,Ropa,Accesorios,19756,836512.36
2025-04-01,Panamá Norte,Ropa,Accesorios,17644,932519.65
2025-05-01,Panamá Norte,Ropa,Accesorios,18786,843211.62
2025-06-01,Panamá Norte,Ropa,Accesorios,20053,939952.36
2025-07-01,Panamá Norte,Ropa,Accesorios,21119,956463.69
2025-08-01,Panamá Norte,Ropa,Accesorios,18759,912568.61
2025-09-01,Panamá Norte,Ropa,Accesorios,17982,811553.12
2025-10-01,Panamá Norte,Ropa,Accesorios,18014,904853.03
2022-01-01,Panamá Este,Abarrotes,Bebidas,177894,2061650.82
2022-02-01,Panamá Este,Abarrotes,Bebidas,201295,2640457.31
2022-03-01,Panamá Este,Abarrotes,Bebidas,228613,2796015.69
2022-04-01,Panamá Este,Abarrotes,Bebidas,233760,2732263.16
2022-05-01,Panamá Este,Abarrotes,Bebidas,228900,2871830.96
2022-06-01,Panamá Este,Abarrotes,Bebidas,235563,2593884.29
2022-07-01,Panamá Este,Abarrotes,Bebidas,263655,3396036.56
2022-08-01,Panamá Este,Abarrotes,Bebidas,241853,2902629.62
2022-09-01,Panamá Este,Abarrotes,Bebidas,235224,2970392.72
2022-10-01,Panamá Este,Abarrotes,Bebidas,244055,2640072.66
2022-11-01,Panamá Este,Abarrotes,Bebidas,260327,3330206.05
2022-12-01,Panamá Este,Abarrotes,Bebidas,308341,3895695.46
2023-01-01,Panamá Este,Abarrotes,Bebidas,199757,2417174.52
2023-02-01,Panamá Este,Abarrotes,Bebidas,205270,2317066.21
2023-03-01,Panamá Este,Abarrotes,Bebidas,226490,2907408.71
2023-04-01,Panamá Este,Abarrotes,Bebidas,233045,3319450.52
2023-05-01,Panamá Este,Abarrotes,Bebidas,236541,3012803.79
2023-06-01,Panamá Este,Abarrotes,Bebidas,273283,2956870.18
2023-07-01,Panamá Este,Abarrotes,Bebidas,279443,3077558.06
2023-08-01,Panamá Este,Abarrotes,Bebidas,272051,3315167.85
2023-09-01,Panamá Este,Abarrotes,Bebidas,254146,2737339.32
2023-10-01,Panamá Este,Abarrotes,Bebidas,249348,3171649.5
